&lt;&lt;&nbsp;饭盒,202415,0.75元,899,8.64%,3.25%
&lt;&lt;&nbsp;保温饭盒,232438,1.21元,734,8.92%,2.80%
&lt;&lt;&nbsp;饭盒 层,11,0.42元,8,8.33%,0%
&lt;&lt;&nbsp;饭 饭盒,38,0.64元,13,9.52%,0%
&lt;&lt;&nbsp;便携保温盒,6,0元,5,0%,0%
&lt;&lt;&nbsp;焖罐,4,0元,4,0%,0%
&lt;&lt;&nbsp;保温饭盒饭,1206,1.11元,3,10.32%,0%
&lt;&lt;&nbsp;日本泰福高,6,0元,2,0%,0%
&lt;&lt;&nbsp;保温 饭盒 饭桶,-,-,-,-,-
&lt;&lt;&nbsp;日本 保温,56,2.31元,3,1.63%,0%
&lt;&lt;&nbsp;烧桶,6,0元,4,0%,0%
&lt;&lt;&nbsp;日本保温盒,7,0元,1,0%,0%
&lt;&lt;&nbsp;闷锅,89,1.07元,12,5.10%,0%
&lt;&lt;&nbsp;饭盒 日,50,0元,15,0%,0%
&lt;&lt;&nbsp;焖壶,56,1.31元,11,1.63%,0%
&lt;&lt;&nbsp;超长保温饭盒,2763,1.29元,123,5.57%,1.65%
&lt;&lt;&nbsp;保温盒 超长保温,42,1.86元,14,8.69%,0%
&lt;&lt;&nbsp;层保温饭盒,4,0.19元,3,20%,0%
&lt;&lt;&nbsp;泰福,152,2.38元,8,2.95%,0%
&lt;&lt;&nbsp;泰福高保温桶,5171,2.71元,15,8.31%,2.73%
&lt;&lt;&nbsp;保温桶 超长保温,2643,1.25元,121,5.56%,2.31%
&lt;&lt;&nbsp;保温桶饭桶,4269,1.14元,138,7.38%,0.53%
&lt;&lt;&nbsp;保温盒饭盒 超长保温 便携 多层,-,-,-,-,-
&lt;&lt;&nbsp;多层保温桶,2856,2.67元,32,9.69%,2.14%
&lt;&lt;&nbsp;保饭盒,42,0.74元,12,6.52%,0%
&lt;&lt;&nbsp;焖烧罐 日本,162,1.58元,10,11.11%,0%
&lt;&lt;&nbsp;焖烧壶 超长保温,2202,0.91元,18,11.36%,1.02%
&lt;&lt;&nbsp;多层饭盒保温饭盒,1399,1.14元,80,9.55%,4.51%
&lt;&lt;&nbsp;闷烧罐 日本,12,0元,3,0%,0%
&lt;&lt;&nbsp;饭壶,2,0元,2,0%,0%
&lt;&lt;&nbsp;焖烧壶饭盒,25,0.09元,14,3.70%,0%
&lt;&lt;&nbsp;保温桶 日本,23,1.86元,6,4%,0%
&lt;&lt;&nbsp;保温 饭盒 便携,2013,0.96元,68,7.81%,1.08%
&lt;&lt;&nbsp;保温盒饭盒 超长保温 便携,2438,1.67元,80,4.75%,2.20%
&lt;&lt;&nbsp;泰福高 饭盒,273,2.09元,10,7.81%,0%
&lt;&lt;&nbsp;超长保温桶,205,2.24元,4,6.55%,0%
&lt;&lt;&nbsp;迷你小保温饭盒,7,0元,4,0%,0%
&lt;&lt;&nbsp;闷烧饭盒,56,0.95元,4,11.47%,0%
&lt;&lt;&nbsp;闷烧保温罐,477,0.77元,7,6.82%,0%
&lt;&lt;&nbsp;福泰高,82,1.49元,7,23.33%,0%
&lt;&lt;&nbsp;焖烧罐,9589,0.88元,102,6.47%,1.33%
&lt;&lt;&nbsp;保温多层饭盒 超长保温,3112,2.03元,93,7.55%,2.16%
&lt;&lt;&nbsp;超长保温,35,1.08元,12,5.26%,0%
&lt;&lt;&nbsp;长饭盒,14,0.76元,5,13.33%,0%
&lt;&lt;&nbsp;保温壶饭盒,19,0.15元,5,9.52%,0%
&lt;&lt;&nbsp;盖饭盒,148,0.27元,27,16.96%,3.57%
&lt;&lt;&nbsp;烧焖壶,7,0元,1,0%,0%
&lt;&lt;&nbsp;泰福高保温,1,0元,1,0%,0%
&lt;&lt;&nbsp;闷烧保温饭盒,3023,1.56元,52,6.85%,2.04%
&lt;&lt;&nbsp;保温桶饭盒 饭盒,95,0.18元,37,0.95%,100%
&lt;&lt;&nbsp;1层饭盒,24,0.17元,10,19.23%,0%
&lt;&lt;&nbsp;闷壶,23,1.41元,5,8%,0%
&lt;&lt;&nbsp;温饭盒,39,0.40元,14,2.32%,0%
&lt;&lt;&nbsp;饭盒桶,17,0元,6,0%,0%
&lt;&lt;&nbsp;多层保温饭桶,12,0元,7,0%,0%
&lt;&lt;&nbsp;焖烧壶,27377,1.16元,165,6.97%,2.84%
&lt;&lt;&nbsp;保温盒饭盒 超长保温 便携 1人,7,0元,6,0%,0%
&lt;&lt;&nbsp;多层保温,54,0.79元,12,1.69%,0%
&lt;&lt;&nbsp;保温焖烧罐,-,-,-,-,-
&lt;&lt;&nbsp;保温桶饭,1093,0.92元,24,7.92%,0%
&lt;&lt;&nbsp;保温桶,47785,1.40元,378,6.84%,2.64%
&lt;&lt;&nbsp;多层保温桶饭盒,654,1.11元,29,9.62%,4.16%
&lt;&lt;&nbsp;闷烧保温,57,0.53元,8,4.76%,0%
&lt;&lt;&nbsp;日本泰福高焖烧壶,31,1.10元,4,8.82%,0%
&lt;&lt;&nbsp;泰福高保温饭盒,1637,1.70元,45,7.19%,1.45%
&lt;&lt;&nbsp;饭盒盒,10,0.59元,6,18.18%,0%
&lt;&lt;&nbsp;保饭盒保温,132,0.79元,19,10.20%,0%
&lt;&lt;&nbsp;保温饭锅,40,1.41元,11,4.54%,0%
&lt;&lt;&nbsp;保温 饭,139,0.80元,19,8.38%,7.69%
&lt;&lt;&nbsp;饭盒饭盒 多层,184,0.48元,13,8.29%,0%
&lt;&lt;&nbsp;保温盒饭,278,1.57元,31,10.54%,3.03%
&lt;&lt;&nbsp;焖烧罐 超长保温,3176,1.17元,41,7.82%,3.41%
&lt;&lt;&nbsp;保温饭盒 超长保温,9936,1.61元,229,8.28%,2.21%
&lt;&lt;&nbsp;保温桶 保温饭盒,3577,0.94元,143,1.67%,2.81%
&lt;&lt;&nbsp;焖烧锅 日本,139,1.41元,14,3.22%,0%
&lt;&lt;&nbsp;焖烧锅,9075,1.46元,156,7.51%,2.31%
&lt;&lt;&nbsp;闷烧壶,6890,1.42元,97,7.13%,1.18%
&lt;&lt;&nbsp;保温饭盒桶 多层 便携,123,0.74元,9,7.35%,0%
&lt;&lt;&nbsp;保温桶饭盒 便携,9774,1.45元,150,9.77%,2.25%
&lt;&lt;&nbsp;焖烧桶,2,0元,2,0%,0%
&lt;&lt;&nbsp;饭盒多人,-,-,-,-,-
&lt;&lt;&nbsp;日本盒饭,-,-,-,-,-
&lt;&lt;&nbsp;焖烧饭盒,218,1.06元,16,9.42%,0%
&lt;&lt;&nbsp;保温饭盒多人,4,0元,1,0%,0%
&lt;&lt;&nbsp;保温 焖烧,1,0元,1,0%,0%
&lt;&lt;&nbsp;保温闷烧壶,6,0元,4,0%,0%
